symbol,timestamp_ms,funding_rate
XRPUSDT,1609459200002,0.0001
XRPUSDT,1609488000006,0.00016416
XRPUSDT,1609516800003,0.0001
XRPUSDT,1609545600000,0.0001
XRPUSDT,1609574400000,0.0001
XRPUSDT,1609603200006,0.0001
XRPUSDT,1609632000018,0.00087042
XRPUSDT,1609660800000,0.00103067
XRPUSDT,1609689600002,0.00188644
XRPUSDT,1609718400000,0.00322948
XRPUSDT,1609747200000,0.00321973
XRPUSDT,1609776000000,0.00056528
XRPUSDT,1609804800020,0.00077706
XRPUSDT,1609833600003,0.00028829
XRPUSDT,1609862400003,0.0001
XRPUSDT,1609891200010,0.00067707
XRPUSDT,1609920000003,0.00121851
XRPUSDT,1609948800000,0.00240729
XRPUSDT,1609977600007,0.00099758
XRPUSDT,1610006400000,0.00133816
XRPUSDT,1610035200004,0.00257035
XRPUSDT,1610064000000,0.00068052
XRPUSDT,1610092800000,0.00064003
XRPUSDT,1610121600000,0.00162227
XRPUSDT,1610150400009,0.00111875
XRPUSDT,1610179200004,0.00096612
XRPUSDT,1610208000000,0.00157111
XRPUSDT,1610236800000,0.00292299
XRPUSDT,1610265600005,0.00269274
XRPUSDT,1610294400000,0.00067459
XRPUSDT,1610323200000,0.00117488
XRPUSDT,1610352000012,0.0001
XRPUSDT,1610380800000,0.0001
XRPUSDT,1610409600000,0.00025562
XRPUSDT,1610438400000,0.00090777
XRPUSDT,1610467200008,0.00051877
XRPUSDT,1610496000001,0.0005196
XRPUSDT,1610524800000,0.0009286
XRPUSDT,1610553600003,0.00097098
XRPUSDT,1610582400000,0.00096376
XRPUSDT,1610611200012,0.0001
XRPUSDT,1610640000000,0.00108258
XRPUSDT,1610668800002,0.00055778
XRPUSDT,1610697600000,0.00099903
XRPUSDT,1610726400004,0.0008171
XRPUSDT,1610755200000,0.00031084
XRPUSDT,1610784000008,0.00081748
XRPUSDT,1610812800000,0.00148144
XRPUSDT,1610841600009,0.00093822
XRPUSDT,1610870400000,0.00071105
XRPUSDT,1610899200001,0.00046551
