timestamp_ms,open,high,low,close,volume
1787018400000,1901.53,1903.6,1889.28,1893.19,9341.1567
1787022000000,1893.19,1895.49,1885.78,1894.69,9433.1464
1787025600000,1894.68,1897.7,1891.53,1896.66,4012.2189
1787029200000,1896.66,1898.95,1892.75,1895.63,4550.5462
1787032800000,1895.62,1906.94,1893.64,1902.83,5111.9241
1787036400000,1902.84,1903.27,1897.07,1898.84,5879.0561
1787040000000,1898.83,1901.83,1893.8,1900.3,5695.0774
1787043600000,1900.31,1900.31,1895.58,1896.93,5741.5425
1787047200000,1896.93,1899.56,1895.21,1898.02,3128.3749
1787050800000,1898.01,1905.65,1897.65,1903.11,4314.4873
1787054400000,1903.12,1904.07,1899.11,1899.48,2694.0778
1787058000000,1899.48,1900.0,1894.0,1897.84,6293.1075
1787061600000,1897.84,1923.27,1897.31,1911.02,20033.8048
1787065200000,1911.03,1919.93,1908.44,1917.7,13621.8722
1787068800000,1917.71,1922.3,1912.78,1918.47,8057.2402
1787072400000,1918.47,1918.62,1911.34,1911.38,5681.2003
1787076000000,1911.38,1917.54,1910.81,1916.6,3514.3837
1787079600000,1916.6,1917.58,1913.14,1913.28,3384.347
1787083200000,1913.28,1915.71,1911.81,1913.02,3700.2419
1787086800000,1913.01,1915.01,1910.87,1912.22,2957.6132
1787090400000,1912.21,1915.35,1911.81,1913.42,4692.0608
1787094000000,1913.42,1920.1,1912.97,1917.85,3604.2389
1787097600000,1917.85,1919.15,1912.14,1913.62,5165.0239
1787101200000,1913.62,1918.08,1912.28,1913.68,5909.3462
1787104800000,1913.68,1913.88,1907.43,1907.7,5680.322
1787108400000,1907.71,1915.57,1906.19,1912.15,5541.7325
1787112000000,1912.15,1914.56,1910.17,1910.85,4283.9768
1787115600000,1910.84,1914.14,1909.97,1910.27,4086.5257
1787119200000,1910.28,1917.64,1906.0,1917.63,7204.8531
1787122800000,1917.64,1921.32,1915.4,1916.01,9094.6623
1787126400000,1916.01,1929.94,1915.32,1921.52,10356.4357
1787130000000,1921.52,1923.85,1918.2,1919.3,4615.0676
1787133600000,1919.3,1920.24,1917.31,1920.22,3402.4216
1787137200000,1920.23,1926.43,1919.92,1923.06,5476.6675
1787140800000,1923.06,1943.21,1922.05,1937.21,21644.7332
1787144400000,1937.21,1941.65,1928.1,1932.9,25567.2983
1787148000000,1932.91,1980.0,1932.79,1970.6,58501.4613
1787151600000,1970.61,2115.0,1967.4,2085.83,195088.9753
1787155200000,2085.83,2108.0,2082.24,2089.55,63550.9869
1787158800000,2089.55,2093.11,2067.43,2091.02,34540.4651
1787162400000,2091.03,2092.6,2079.04,2091.93,17971.8691
1787166000000,2091.92,2105.4,2088.92,2102.02,25325.6006
1787169600000,2102.02,2241.56,2102.02,2218.12,78138.944
1787173200000,2218.13,2333.65,2215.88,2286.0,138575.5398
1787176800000,2286.0,2290.0,2241.27,2249.99,49292.8432
1787180400000,2250.0,2261.7,2243.36,2252.8,20537.593
1787184000000,2252.81,2274.25,2251.93,2262.24,33553.5396
1787187600000,2262.24,2270.94,2250.0,2266.66,22246.9746
1787191200000,2266.66,2270.68,2250.0,2251.89,13211.38
1787194800000,2251.88,2257.58,2221.54,2251.21,39137.1272
1787198400000,2251.21,2258.39,2248.46,2250.28,13799.7223
1787202000000,2250.27,2256.99,2243.86,2248.36,13843.9273
1787205600000,2248.36,2267.3,2238.97,2262.76,25308.2298
1787209200000,2262.77,2264.77,2244.1,2251.81,21215.33
1787212800000,2251.81,2287.26,2249.19,2282.25,39913.3403
1787216400000,2282.26,2298.39,2275.23,2278.56,33799.6848
1787220000000,2278.56,2295.87,2275.54,2287.0,28676.9797
1787223600000,2286.99,2320.0,2282.31,2296.58,46096.0654
1787227200000,2296.59,2300.97,2268.0,2290.23,30637.9729
1787230800000,2290.23,2298.19,2255.68,2276.91,30967.0693
1787234400000,2276.92,2289.33,2271.48,2281.24,20629.5566
1787238000000,2281.24,2337.89,2281.24,2326.41,57003.4211
1787241600000,2326.4,2360.0,2314.44,2344.48,53188.0747
1787245200000,2344.48,2351.28,2332.44,2344.26,26437.3155
