timestamp_ms,open,high,low,close,volume
1609459200000,0.2195,0.2516,0.2159,0.2377,3969333715.9000000954
1609545600000,0.2377,0.2385,0.21,0.221,2580820176.4000000954
1609632000000,0.2211,0.2402,0.2153,0.2265,2172269341.4000000954
1609718400000,0.2263,0.263,0.2152,0.2361,3018635685.9000000954
1609804800000,0.2361,0.2433,0.2155,0.2258,2373323716.5
1609891200000,0.2259,0.2744,0.2215,0.2489,3038120490.3000001907
1609977600000,0.2491,0.3722,0.2456,0.3243,7740961623.6000003815
1610064000000,0.3244,0.3499,0.2842,0.3206,4005453426.0999999046
1610150400000,0.3209,0.3415,0.3063,0.3247,2292514479.9000000954
1610236800000,0.3247,0.3688,0.2872,0.3152,3199655747.9000000954
1610323200000,0.3152,0.3171,0.2501,0.2877,3451973783.4000000954
1610409600000,0.2877,0.311,0.278,0.2928,1738204701.0999999046
1610496000000,0.2928,0.3109,0.2849,0.3059,1208709454.2000000477
1610582400000,0.3061,0.3097,0.2833,0.297,1324252159.7000000477
1610668800000,0.2969,0.3043,0.2615,0.2803,1293159611.9000000954
1610755200000,0.2801,0.2976,0.2751,0.2797,966479844
1610841600000,0.2796,0.2861,0.2688,0.2777,772816662.1000000238
1610928000000,0.2777,0.2896,0.2717,0.2857,785218817.3999999762
1611014400000,0.2858,0.3298,0.2845,0.2942,2002707295.5
1611100800000,0.2943,0.3125,0.2796,0.296,1384456147.7000000477
1611187200000,0.296,0.3087,0.2597,0.2684,1481911012.7999999523
1611273600000,0.2683,0.2786,0.2387,0.2724,1208551246.7000000477
1611360000000,0.2724,0.2839,0.2657,0.272,671514716.7999999523
1611446400000,0.2721,0.2783,0.2683,0.2739,506266833.1999999881
1611532800000,0.2739,0.2859,0.2667,0.2678,704289558.6000000238
1611619200000,0.2678,0.2713,0.2581,0.2686,516579916.6999999881
1611705600000,0.2686,0.2691,0.244,0.2507,749040833
1611792000000,0.2508,0.2705,0.247,0.2645,605421817.6000000238
1611878400000,0.2645,0.3179,0.2601,0.2833,2741305541.4000000954
1611964800000,0.2833,0.52,0.2778,0.4445,11680659562.7000007629
1612051200000,0.4448,0.5144,0.3884,0.4959,9867521095.6000003815
1612137600000,0.4959,0.7577,0.36,0.3714,20031352048.5999984741
1612224000000,0.3716,0.412,0.34,0.3734,5080622188.3000001907
1612310400000,0.3734,0.42,0.373,0.398,2856599419.9000000954
1612396800000,0.3979,0.4819,0.38,0.4462,4293031635.0999999046
1612483200000,0.4463,0.4735,0.4236,0.4535,2859549892.1999998093
1612569600000,0.4534,0.4592,0.426,0.4442,1568085592.7999999523
1612656000000,0.4441,0.4526,0.3878,0.4188,2064581819.7999999523
1612742400000,0.4188,0.4724,0.4131,0.4522,1730125643.9000000954
1612828800000,0.4523,0.4923,0.45,0.4773,1974627674.2999999523
1612915200000,0.4772,0.5447,0.44,0.5055,4177386964.8000001907
1613001600000,0.5055,0.5379,0.5009,0.5292,1748899485.4000000954
1613088000000,0.5291,0.6216,0.5204,0.6107,3173099691.5
1613174400000,0.6108,0.646,0.5401,0.6348,3442443936.4000000954
1613260800000,0.6348,0.6428,0.56,0.5935,2115541404.7999999523
1613347200000,0.5935,0.6056,0.5,0.55,2664440095.4000000954
1613433600000,0.55,0.5814,0.48,0.5203,2653177482.0999999046
1613520000000,0.5202,0.56,0.493,0.536,2034112211
1613606400000,0.5361,0.5614,0.5186,0.5328,1286010664.4000000954
1613692800000,0.533,0.5847,0.5128,0.5667,1792625220.9000000954
1613779200000,0.5666,0.5855,0.4684,0.5117,2010329977.0999999046
1613865600000,0.5118,0.5601,0.503,0.5459,1662163078.9000000954
1613952000000,0.546,0.6535,0.5076,0.5668,6412904082.3999996185
1614038400000,0.5669,0.5727,0.3523,0.4765,4758792739.8000001907
1614124800000,0.4765,0.5007,0.4512,0.4687,1587641244.5999999046
1614211200000,0.4688,0.4828,0.4242,0.4358,1095290122.5999999046
1614297600000,0.4356,0.451,0.4102,0.4279,1454940409.9000000954
1614384000000,0.4281,0.4594,0.4268,0.4361,934914054.5
1614470400000,0.436,0.4391,0.3926,0.4159,1140906829.2999999523
1614556800000,0.4159,0.4549,0.4122,0.4458,871852479.8999999762
1614643200000,0.4459,0.4557,0.4222,0.4361,884158270.2999999523
1614729600000,0.436,0.4691,0.43,0.4486,918705249.5
1614816000000,0.4489,0.495,0.4332,0.4816,2087293991.9000000954
1614902400000,0.4816,0.4853,0.446,0.4551,1149828360.0999999046
1614988800000,0.4551,0.4717,0.4494,0.463,677081122.7999999523
1615075200000,0.4631,0.4696,0.4564,0.466,484580276.3000000119
1615161600000,0.4661,0.4907,0.4552,0.4749,1137098838
1615248000000,0.4749,0.4885,0.4714,0.4858,723233389.7999999523
1615334400000,0.4859,0.4901,0.452,0.4621,1025882613.1000000238
1615420800000,0.4621,0.4649,0.4392,0.4527,848294260.1000000238
1615507200000,0.4526,0.4657,0.4216,0.4399,1030092042.6000000238
1615593600000,0.4399,0.4677,0.4323,0.4586,820249044
1615680000000,0.4587,0.4624,0.4385,0.4394,621703932.2999999523
