timestamp_ms,open,high,low,close,volume
1609459200000,37.4,39.082,37,37.795,2613623.2400000002
1609545600000,37.795,39.06,36.79,38.271,2789507.96
1609632000000,38.271,41.906,37.838,41.3,5731756.1399999997
1609718400000,41.301,43.646,38.011,41.142,6603696.9699999997
1609804800000,41.126,41.807,38.844,41.799,4157283.5
1609891200000,41.806,42.328,40.53,42.288,3385263.29
1609977600000,42.286,44.928,41.3,43.57,4664178.8600000003
1610064000000,43.566,43.69,40.054,42.394,4283914.4100000001
1610150400000,42.403,44.301,41.52,43.907,3048897.77
1610236800000,43.911,45.2,39.786,42.399,4438160.7599999998
1610323200000,42.394,42.464,35.13,38.104,7471566.1900000004
1610409600000,38.114,39.998,37.135,38.275,3873565.3900000001
1610496000000,38.274,40.512,37,40.192,3655018.7999999998
1610582400000,40.208,42.039,39.68,41.911,3023256.98
1610668800000,41.912,42.69,38.696,40.88,3622510.3500000001
1610755200000,40.882,44.226,40.689,43.171,4005216.9500000002
1610841600000,43.169,46.784,41,45.857,5321151.21
1610928000000,45.861,46.967,44.145,45.442,3761963.0099999998
1611014400000,45.447,47.4,41.686,42.492,5885999.2800000003
1611100800000,42.477,42.802,40.195,42.607,4038131.8300000001
1611187200000,42.62,42.714,38.116,38.647,4457043.0999999996
1611273600000,38.648,41.426,36.81,40.863,4101010.6099999999
1611360000000,40.855,41.799,39.504,40.925,2586537.96
1611446400000,40.927,42.273,40.28,41.85,1854955.8700000001
1611532800000,41.85,43.435,40.5,41.826,2542580.9100000001
1611619200000,41.835,42.556,39.876,41.873,2217988.98
1611705600000,41.86,42.131,39.71,40.902,2497721.46
1611792000000,40.907,42.999,40.36,42.452,2241362.9199999999
1611878400000,42.452,44.1,41.837,42.863,2967302.4399999999
1611964800000,42.869,45.156,42.6,44.744,1953602.3100000001
1612051200000,44.74,45.707,43.374,44.353,1771975.3300000001
1612137600000,44.345,52.578,43.418,51.483,5792782.9000000004
1612224000000,51.461,52.888,49.315,50.914,4571265.54
1612310400000,50.906,52.694,49.751,52.096,2182777.6099999999
1612396800000,52.095,56.948,51.008,55.968,3742663.9100000001
1612483200000,55.96,68.8,55.925,67.736,5761391.9400000004
1612569600000,67.69,75.538,61.52,72.555,12358167.8699999992
1612656000000,72.548,74.5,64.034,68.269,6571573.6799999997
1612742400000,68.259,80.386,67.4,80.146,7926793.8099999996
1612828800000,80.146,116.592,78.785,107.249,17338691.0899999999
1612915200000,107.254,148.9,107.25,128.901,27321335.8000000007
1613001600000,128.9,133.605,118,124.11,7898640.8600000003
1613088000000,124.148,141.85,121,136.745,7979486.2000000002
1613174400000,136.728,139,124.951,133.5,4435209.6399999997
1613260800000,133.5,140.417,128.541,135.844,5327989.9000000004
1613347200000,135.89,140.187,117.189,130.037,5327626.0599999996
1613433600000,130.036,134,126.2,130.334,3003950.4500000002
1613520000000,130.327,176.92,127,165.556,11845430.3599999994
1613606400000,165.638,201.69,163.257,195.549,15260592.3300000001
1613692800000,195.571,350,195,334.094,35904371.3500000015
1613779200000,334.111,337,223.342,252.807,20932443.5300000012
1613865600000,253.053,309.086,249.001,294.864,14676450.9900000002
1613952000000,294.945,295.986,219,267.467,15428019.6099999994
1614038400000,267.444,270.081,183.5,230.982,19576669.0399999991
1614124800000,230.99,280.811,213.2,254.183,14890210.6099999994
1614211200000,254.194,265.82,231,234.376,9071200.4100000001
