date,coin,news_count,pos,neu,neg,mean_sentiment
2019-06-03,XRP,1,0,1,0,0
2019-06-04,ADA,1,0,1,0,0
2019-06-04,BTC,34,0,34,0,0
2019-06-04,ETH,9,0,9,0,0
2019-06-04,LTC,3,0,3,0,0
2019-06-04,XRP,4,0,4,0,0
2019-06-05,ADA,1,0,1,0,0
2019-06-05,BNB,1,0,1,0,0
2019-06-05,BTC,44,0,44,0,0
2019-06-05,ETH,13,0,13,0,0
2019-06-05,XRP,5,0,5,0,0
2019-06-06,BNB,1,0,1,0,0
2019-06-06,BTC,43,0,43,0,0
2019-06-06,ETH,11,0,11,0,0
2019-06-06,XRP,3,0,3,0,0
2019-06-07,ADA,1,0,1,0,0
2019-06-07,BTC,30,0,30,0,0
2019-06-07,ETH,8,0,8,0,0
2019-06-07,LTC,2,0,2,0,0
2019-06-07,XRP,11,0,11,0,0
2019-06-08,BTC,14,0,14,0,0
2019-06-08,ETH,4,0,4,0,0
2019-06-08,LTC,2,0,2,0,0
2019-06-08,XRP,1,0,1,0,0
2019-06-09,BTC,8,0,8,0,0
2019-06-09,ETH,3,0,3,0,0
2019-06-09,XRP,3,0,3,0,0
2019-06-10,BTC,37,0,37,0,0
2019-06-10,ETH,8,0,8,0,0
2019-06-10,LTC,3,0,3,0,0
2019-06-10,XRP,9,0,9,0,0
2019-06-11,BTC,36,0,36,0,0
2019-06-11,ETH,4,0,4,0,0
2019-06-11,LTC,4,0,4,0,0
2019-06-11,XRP,9,0,9,0,0
2019-06-12,ADA,1,0,1,0,0
2019-06-12,BNB,1,0,1,0,0
2019-06-12,BTC,31,0,31,0,0
2019-06-12,ETH,8,0,8,0,0
2019-06-12,LTC,7,0,7,0,0
2019-06-13,ADA,2,0,2,0,0
2019-06-13,BNB,1,0,1,0,0
2019-06-13,BTC,43,0,43,0,0
2019-06-13,ETH,8,0,8,0,0
2019-06-13,LTC,7,0,7,0,0
2019-06-13,XRP,7,0,7,0,0
2019-06-14,BNB,1,0,1,0,0
2019-06-14,BTC,35,0,35,0,0
2019-06-14,ETH,9,0,9,0,0
2019-06-14,LINK,1,0,1,0,0
2019-06-14,LTC,5,0,5,0,0
2019-06-14,XRP,1,0,1,0,0
2019-06-15,BNB,1,0,1,0,0
2019-06-15,BTC,17,0,17,0,0
2019-06-15,ETH,4,0,4,0,0
2019-06-15,LTC,1,0,1,0,0
2019-06-15,XRP,2,0,2,0,0
2019-06-16,BTC,13,0,13,0,0
2019-06-16,ETH,1,0,1,0,0
2019-06-16,LTC,2,0,2,0,0
2019-06-16,XRP,1,0,1,0,0
2019-06-17,ADA,1,0,1,0,0
2019-06-17,BNB,1,0,1,0,0
2019-06-17,BTC,40,0,40,0,0
2019-06-17,ETH,5,0,5,0,0
2019-06-17,LTC,3,0,3,0,0
2019-06-17,XRP,2,0,2,0,0
2019-06-18,BNB,1,0,1,0,0
2019-06-18,BTC,39,0,39,0,0
2019-06-18,ETH,11,0,11,0,0
2019-06-18,LTC,1,0,1,0,0
2019-06-18,XRP,16,0,16,0,0
2019-06-19,BNB,1,0,1,0,0
2019-06-19,BTC,35,0,35,0,0
2019-06-19,ETH,7,0,7,0,0
2019-06-19,LTC,2,0,2,0,0
2019-06-19,XRP,6,0,6,0,0
2019-06-20,BNB,1,0,1,0,0
2019-06-20,BTC,32,0,32,0,0
2019-06-20,ETH,9,0,9,0,0
2019-06-20,LTC,4,0,4,0,0
2019-06-20,XRP,2,0,2,0,0
2019-06-21,ADA,1,0,1,0,0
2019-06-21,BNB,2,0,2,0,0
2019-06-21,BTC,45,0,45,0,0
2019-06-21,ETH,13,0,13,0,0
2019-06-21,XRP,5,0,5,0,0
2019-06-22,BTC,18,0,18,0,0
2019-06-22,ETH,6,0,6,0,0
2019-06-22,LTC,1,0,1,0,0
2019-06-22,XRP,2,0,2,0,0
2019-06-23,BTC,15,0,15,0,0
2019-06-23,ETH,3,0,3,0,0
2019-06-23,XRP,5,0,5,0,0
2019-06-24,BNB,2,0,2,0,0
2019-06-24,BTC,37,0,37,0,0
2019-06-24,ETH,6,0,6,0,0
2019-06-24,XRP,2,0,2,0,0
2019-06-25,BTC,47,0,47,0,0
2019-06-25,ETH,11,0,11,0,0
2019-06-25,LTC,4,0,4,0,0
2019-06-25,VECHAIN,1,0,1,0,0
2019-06-25,XRP,2,0,2,0,0
2019-06-26,ADA,1,0,1,0,0
2019-06-26,BNB,2,0,2,0,0
2019-06-26,BTC,59,0,59,0,0
2019-06-26,ETH,17,0,17,0,0
2019-06-26,LINK,1,0,1,0,0
2019-06-26,LTC,4,0,4,0,0
2019-06-26,XRP,3,0,3,0,0
2019-06-27,ADA,4,0,4,0,0
2019-06-27,BTC,54,0,54,0,0
2019-06-27,ETH,9,0,9,0,0
2019-06-27,LTC,1,0,1,0,0
2019-06-27,XRP,10,0,10,0,0
2019-06-28,BTC,39,0,39,0,0
2019-06-28,ETH,7,0,7,0,0
2019-06-28,XRP,4,0,4,0,0
2019-06-29,BTC,19,0,19,0,0
2019-06-29,ETH,1,0,1,0,0
2019-06-30,BTC,11,0,11,0,0
2019-06-30,ETH,2,0,2,0,0
2019-06-30,XRP,2,0,2,0,0
2019-07-01,ADA,1,0,1,0,0
2019-07-01,BNB,1,0,1,0,0
2019-07-01,BTC,48,0,48,0,0
2019-07-01,ETH,6,0,6,0,0
2019-07-01,LTC,3,0,3,0,0
2019-07-01,VECHAIN,1,0,1,0,0
2019-07-01,XRP,1,0,1,0,0
2019-07-02,BTC,44,0,44,0,0
2019-07-02,ETH,6,0,6,0,0
2019-07-02,LTC,1,0,1,0,0
2019-07-02,XRP,6,0,6,0,0
2019-07-03,BTC,31,0,31,0,0
2019-07-03,ETH,3,0,3,0,0
2019-07-03,LTC,1,0,1,0,0
2019-07-03,XRP,4,0,4,0,0
2019-07-04,ADA,2,0,2,0,0
2019-07-04,BTC,41,0,41,0,0
2019-07-04,ETH,8,0,8,0,0
2019-07-04,LTC,5,0,5,0,0
2019-07-04,XRP,1,0,1,0,0
2019-07-05,BNB,3,0,3,0,0
2019-07-05,BTC,25,0,25,0,0
2019-07-05,DOGE,8,0,8,0,0
2019-07-05,ETH,4,0,4,0,0
2019-07-05,LTC,1,0,1,0,0
2019-07-05,XRP,1,0,1,0,0
2019-07-06,BTC,11,0,11,0,0
2019-07-06,ETH,3,0,3,0,0
2019-07-06,LTC,4,0,4,0,0
2019-07-06,XRP,1,0,1,0,0
2019-07-07,BNB,1,0,1,0,0
2019-07-07,BTC,11,0,11,0,0
2019-07-07,DOGE,1,0,1,0,0
2019-07-07,ETH,2,0,2,0,0
2019-07-07,XRP,2,0,2,0,0
2019-07-08,BTC,32,0,32,0,0
2019-07-08,ETH,3,0,3,0,0
2019-07-08,LTC,2,0,2,0,0
2019-07-08,XRP,1,0,1,0,0
2019-07-09,BTC,42,0,42,0,0
2019-07-09,ETH,11,0,11,0,0
2019-07-09,LINK,1,0,1,0,0
2019-07-09,XRP,4,0,4,0,0
2019-07-10,BNB,1,0,1,0,0
2019-07-10,BTC,42,0,42,0,0
2019-07-10,ETH,12,0,12,0,0
2019-07-10,LTC,2,0,2,0,0
2019-07-10,XRP,4,0,4,0,0
2019-07-11,BNB,2,0,2,0,0
2019-07-11,BTC,44,0,44,0,0
2019-07-11,ETH,12,0,12,0,0
2019-07-11,LTC,1,0,1,0,0
2019-07-11,XRP,1,0,1,0,0
2019-07-12,BNB,4,0,4,0,0
2019-07-12,BTC,54,0,54,0,0
2019-07-12,ETH,3,0,3,0,0
2019-07-12,LTC,6,0,6,0,0
2019-07-12,XRP,4,0,4,0,0
2019-07-13,BNB,1,0,1,0,0
2019-07-13,BTC,14,0,14,0,0
2019-07-13,ETH,2,0,2,0,0
2019-07-13,XRP,3,0,3,0,0
2019-07-14,BTC,10,0,10,0,0
2019-07-14,ETH,1,0,1,0,0
2019-07-14,LTC,1,0,1,0,0
2019-07-15,BTC,41,0,41,0,0
2019-07-15,ETH,6,0,6,0,0
2019-07-15,LTC,2,0,2,0,0
2019-07-15,XRP,2,0,2,0,0
2019-07-16,BTC,35,0,35,0,0
2019-07-16,ETH,6,0,6,0,0
2019-07-16,LTC,1,0,1,0,0
2019-07-16,XRP,3,0,3,0,0
2019-07-17,BTC,49,0,49,0,0
2019-07-17,ETH,8,0,8,0,0
2019-07-17,LTC,3,0,3,0,0
2019-07-17,XRP,2,0,2,0,0
2019-07-18,BTC,44,0,44,0,0
2019-07-18,ETH,8,0,8,0,0
2019-07-18,LINK,1,0,1,0,0
2019-07-18,LTC,3,0,3,0,0
2019-07-19,BNB,1,0,1,0,0
2019-07-19,BTC,39,0,39,0,0
2019-07-19,ETH,5,0,5,0,0
2019-07-19,LTC,2,0,2,0,0
2019-07-19,XRP,2,0,2,0,0
2019-07-20,BNB,1,0,1,0,0
2019-07-20,BTC,11,0,11,0,0
2019-07-20,ETH,1,0,1,0,0
2019-07-20,LTC,1,0,1,0,0
2019-07-20,XRP,1,0,1,0,0
2019-07-21,BTC,7,0,7,0,0
2019-07-21,ETH,2,0,2,0,0
2019-07-21,XRP,3,0,3,0,0
2019-07-22,BTC,36,0,36,0,0
2019-07-22,DOGE,1,0,1,0,0
2019-07-22,ETH,7,0,7,0,0
2019-07-22,LTC,2,0,2,0,0
2019-07-22,XRP,2,0,2,0,0
2019-07-23,BTC,34,0,34,0,0
2019-07-23,ETH,9,0,9,0,0
2019-07-23,LTC,2,0,2,0,0
2019-07-23,XRP,1,0,1,0,0
2019-07-24,BTC,42,0,42,0,0
2019-07-24,ETH,9,0,9,0,0
2019-07-24,LTC,1,0,1,0,0
2019-07-24,XRP,3,0,3,0,0
2019-07-25,BTC,40,0,40,0,0
2019-07-25,ETH,8,0,8,0,0
2019-07-25,LTC,1,0,1,0,0
2019-07-25,XRP,7,0,7,0,0
2019-07-26,BTC,34,0,34,0,0
2019-07-26,ETH,9,0,9,0,0
2019-07-26,LTC,2,0,2,0,0
2019-07-26,XRP,6,0,6,0,0
2019-07-27,BTC,17,0,17,0,0
2019-07-27,ETH,2,0,2,0,0
2019-07-28,BTC,9,0,9,0,0
2019-07-28,ETH,1,0,1,0,0
2019-07-29,BTC,33,0,33,0,0
2019-07-29,ETH,7,0,7,0,0
2019-07-29,LTC,2,0,2,0,0
2019-07-29,XRP,3,0,3,0,0
2019-07-30,BTC,39,0,39,0,0
2019-07-30,ETH,8,0,8,0,0
2019-07-30,LINK,1,0,1,0,0
2019-07-30,LTC,1,0,1,0,0
2019-07-30,XRP,5,0,5,0,0
2019-07-31,BNB,1,0,1,0,0
2019-07-31,BTC,44,0,44,0,0
2019-07-31,DOGE,2,0,2,0,0
2019-07-31,ETH,9,0,9,0,0
2019-07-31,LTC,5,0,5,0,0
2019-07-31,XRP,5,0,5,0,0
2019-08-01,BNB,2,0,2,0,0
2019-08-01,BTC,41,0,41,0,0
2019-08-01,ETH,5,0,5,0,0
2019-08-01,LTC,4,0,4,0,0
2019-08-01,XRP,2,0,2,0,0
2019-08-02,BTC,47,0,47,0,0
2019-08-02,DOGE,1,0,1,0,0
2019-08-02,ETH,15,0,15,0,0
2019-08-02,LTC,5,0,5,0,0
2019-08-02,XRP,2,0,2,0,0
2019-08-03,BTC,16,0,16,0,0
2019-08-03,ETH,7,0,7,0,0
2019-08-03,LTC,1,0,1,0,0
2019-08-03,XRP,3,0,3,0,0
2019-08-04,BTC,9,0,9,0,0
2019-08-04,ETH,2,0,2,0,0
2019-08-04,LTC,1,0,1,0,0
2019-08-04,XRP,1,0,1,0,0
2019-08-05,BTC,40,0,40,0,0
2019-08-05,ETH,6,0,6,0,0
2019-08-05,LTC,10,0,10,0,0
2019-08-05,XRP,1,0,1,0,0
2019-08-06,BNB,1,0,1,0,0
2019-08-06,BTC,45,0,45,0,0
2019-08-06,ETH,8,0,8,0,0
2019-08-06,LTC,2,0,2,0,0
2019-08-06,VECHAIN,1,0,1,0,0
2019-08-06,XRP,1,0,1,0,0
2019-08-07,BTC,46,0,46,0,0
2019-08-07,ETH,4,0,4,0,0
2019-08-07,LTC,1,0,1,0,0
2019-08-07,XRP,6,0,6,0,0
2019-08-08,BNB,2,0,2,0,0
2019-08-08,BTC,38,0,38,0,0
2019-08-08,ETH,4,0,4,0,0
2019-08-08,XRP,2,0,2,0,0
2019-08-09,ADA,1,0,1,0,0
2019-08-09,BTC,37,0,37,0,0
2019-08-09,ETH,7,0,7,0,0
2019-08-09,LTC,5,0,5,0,0
2019-08-09,XRP,10,0,10,0,0
2019-08-10,BTC,17,0,17,0,0
2019-08-10,ETH,2,0,2,0,0
2019-08-10,LTC,2,0,2,0,0
2019-08-10,XRP,3,0,3,0,0
2019-08-11,BTC,6,0,6,0,0
2019-08-11,LTC,1,0,1,0,0
2019-08-11,XRP,1,0,1,0,0
2019-08-12,BNB,2,0,2,0,0
2019-08-12,BTC,36,0,36,0,0
2019-08-12,ETH,3,0,3,0,0
2019-08-12,LTC,4,0,4,0,0
2019-08-13,BTC,55,0,55,0,0
2019-08-13,DOGE,1,0,1,0,0
2019-08-13,ETH,5,0,5,0,0
2019-08-13,LTC,3,0,3,0,0
2019-08-13,XRP,12,0,12,0,0
2019-08-14,ADA,1,0,1,0,0
2019-08-14,BTC,45,0,45,0,0
2019-08-14,ETH,9,0,9,0,0
2019-08-14,LTC,1,0,1,0,0
2019-08-14,XRP,5,0,5,0,0
2019-08-15,BTC,37,0,37,0,0
2019-08-15,ETH,5,0,5,0,0
2019-08-15,LTC,2,0,2,0,0
2019-08-15,XRP,17,0,17,0,0
2019-08-16,BTC,43,0,43,0,0
2019-08-16,DOGE,1,0,1,0,0
2019-08-16,ETH,8,0,8,0,0
2019-08-16,LTC,3,0,3,0,0
2019-08-16,XRP,6,0,6,0,0
2019-08-17,ADA,1,0,1,0,0
2019-08-17,BTC,15,0,15,0,0
2019-08-17,ETH,4,0,4,0,0
2019-08-17,LTC,1,0,1,0,0
2019-08-18,BTC,3,0,3,0,0
2019-08-18,ETH,3,0,3,0,0
2019-08-19,BTC,44,0,44,0,0
2019-08-19,DOGE,1,0,1,0,0
2019-08-19,ETH,7,0,7,0,0
2019-08-19,LTC,3,0,3,0,0
2019-08-19,XRP,12,0,12,0,0
2019-08-20,ADA,2,0,2,0,0
2019-08-20,BTC,45,0,45,0,0
2019-08-20,ETH,11,0,11,0,0
2019-08-20,LTC,1,0,1,0,0
2019-08-20,XRP,3,0,3,0,0
2019-08-21,BTC,53,0,53,0,0
2019-08-21,ETH,18,0,18,0,0
2019-08-21,LTC,7,0,7,0,0
2019-08-21,XRP,6,0,6,0,0
2019-08-22,ADA,1,0,1,0,0
2019-08-22,BNB,1,0,1,0,0
2019-08-22,BTC,46,0,46,0,0
2019-08-22,ETH,10,0,10,0,0
2019-08-22,LTC,3,0,3,0,0
2019-08-22,XRP,3,0,3,0,0
2019-08-23,BNB,2,0,2,0,0
2019-08-23,BTC,44,0,44,0,0
2019-08-23,ETH,9,0,9,0,0
2019-08-23,LTC,5,0,5,0,0
2019-08-23,XRP,2,0,2,0,0
2019-08-24,BTC,18,0,18,0,0
2019-08-24,ETH,5,0,5,0,0
2019-08-24,XRP,4,0,4,0,0
2019-08-25,BTC,9,0,9,0,0
2019-08-25,ETH,2,0,2,0,0
2019-08-25,LTC,1,0,1,0,0
2019-08-25,XRP,4,0,4,0,0
2019-08-26,BNB,4,0,4,0,0
2019-08-26,BTC,37,0,37,0,0
2019-08-26,ETH,9,0,9,0,0
2019-08-26,LTC,2,0,2,0,0
2019-08-26,XRP,2,0,2,0,0
2019-08-27,BNB,2,0,2,0,0
2019-08-27,BTC,34,0,34,0,0
2019-08-27,ETH,9,0,9,0,0
2019-08-27,XRP,6,0,6,0,0
2019-08-28,BTC,39,0,39,0,0
2019-08-28,ETH,10,0,10,0,0
2019-08-28,LTC,6,0,6,0,0
2019-08-28,XRP,4,0,4,0,0
2019-08-29,BNB,2,0,2,0,0
2019-08-29,BTC,32,0,32,0,0
2019-08-29,ETH,11,0,11,0,0
2019-08-29,LTC,3,0,3,0,0
2019-08-29,XRP,8,0,8,0,0
2019-08-30,ADA,1,0,1,0,0
2019-08-30,BNB,2,0,2,0,0
2019-08-30,BTC,28,0,28,0,0
2019-08-30,ETH,13,0,13,0,0
2019-08-30,LTC,3,0,3,0,0
2019-08-30,XRP,7,0,7,0,0
2019-08-31,BNB,1,0,1,0,0
2019-08-31,BTC,9,0,9,0,0
2019-08-31,ETH,2,0,2,0,0
2019-08-31,LTC,2,0,2,0,0
2019-08-31,XRP,7,0,7,0,0
2019-09-01,BTC,10,0,10,0,0
2019-09-01,ETH,1,0,1,0,0
2019-09-01,LTC,1,0,1,0,0
2019-09-01,XRP,2,0,2,0,0
2019-09-02,ADA,2,0,2,0,0
2019-09-02,BNB,2,0,2,0,0
2019-09-02,BTC,29,0,29,0,0
2019-09-02,ETH,4,0,4,0,0
2019-09-02,XRP,3,0,3,0,0
2019-09-03,BNB,2,0,2,0,0
2019-09-03,BTC,45,0,45,0,0
2019-09-03,ETH,4,0,4,0,0
2019-09-03,XRP,6,0,6,0,0
2019-09-04,ADA,1,0,1,0,0
2019-09-04,BNB,1,0,1,0,0
2019-09-04,BTC,41,0,41,0,0
2019-09-04,ETH,10,0,10,0,0
2019-09-04,LTC,4,0,4,0,0
2019-09-04,XRP,5,0,5,0,0
2019-09-05,BNB,1,0,1,0,0
2019-09-05,BTC,44,0,44,0,0
2019-09-05,ETH,11,0,11,0,0
2019-09-05,LTC,3,0,3,0,0
2019-09-05,XRP,7,0,7,0,0
2019-09-06,BTC,42,0,42,0,0
2019-09-06,ETH,11,0,11,0,0
2019-09-06,LTC,3,0,3,0,0
2019-09-06,XRP,5,0,5,0,0
2019-09-07,BNB,1,0,1,0,0
2019-09-07,BTC,12,0,12,0,0
2019-09-07,ETH,7,0,7,0,0
2019-09-07,XRP,3,0,3,0,0
2019-09-08,BTC,5,0,5,0,0
2019-09-08,ETH,1,0,1,0,0
2019-09-08,XRP,1,0,1,0,0
2019-09-09,BTC,33,0,33,0,0
2019-09-09,ETH,4,0,4,0,0
2019-09-09,XRP,6,0,6,0,0
2019-09-10,BTC,50,0,50,0,0
2019-09-10,ETH,16,0,16,0,0
2019-09-10,LTC,1,0,1,0,0
2019-09-10,XRP,4,0,4,0,0
2019-09-11,BNB,2,0,2,0,0
2019-09-11,BTC,41,0,41,0,0
2019-09-11,ETH,11,0,11,0,0
2019-09-11,LTC,1,0,1,0,0
2019-09-11,XRP,5,0,5,0,0
2019-09-12,BNB,4,0,4,0,0
2019-09-12,BTC,45,0,45,0,0
2019-09-12,ETH,17,0,17,0,0
2019-09-12,LTC,3,0,3,0,0
2019-09-12,XRP,6,0,6,0,0
2019-09-13,BTC,42,0,42,0,0
2019-09-13,ETH,13,0,13,0,0
2019-09-13,XRP,5,0,5,0,0
2019-09-14,ADA,1,0,1,0,0
2019-09-14,BNB,1,0,1,0,0
2019-09-14,BTC,16,0,16,0,0
2019-09-14,ETH,2,0,2,0,0
2019-09-14,LTC,1,0,1,0,0
2019-09-14,XRP,8,0,8,0,0
2019-09-15,BTC,14,0,14,0,0
2019-09-15,ETH,5,0,5,0,0
2019-09-15,LTC,1,0,1,0,0
2019-09-15,XRP,1,0,1,0,0
2019-09-16,BTC,42,0,42,0,0
2019-09-16,ETH,15,0,15,0,0
2019-09-16,LTC,2,0,2,0,0
2019-09-16,XRP,2,0,2,0,0
2019-09-17,BTC,32,0,32,0,0
2019-09-17,ETH,19,0,19,0,0
2019-09-17,XRP,4,0,4,0,0
2019-09-18,BNB,2,0,2,0,0
2019-09-18,BTC,38,0,38,0,0
2019-09-18,ETH,9,0,9,0,0
2019-09-18,LTC,6,0,6,0,0
2019-09-18,XRP,12,0,12,0,0
2019-09-19,ADA,1,0,1,0,0
2019-09-19,BNB,1,0,1,0,0
2019-09-19,BTC,44,0,44,0,0
2019-09-19,ETH,13,0,13,0,0
2019-09-19,LTC,1,0,1,0,0
2019-09-19,XRP,2,0,2,0,0
2019-09-20,BTC,42,0,42,0,0
2019-09-20,ETH,10,0,10,0,0
2019-09-20,LTC,1,0,1,0,0
2019-09-20,XRP,13,0,13,0,0
2019-09-21,ADA,1,0,1,0,0
2019-09-21,BTC,17,0,17,0,0
2019-09-21,ETH,2,0,2,0,0
2019-09-21,LTC,1,0,1,0,0
2019-09-21,XRP,4,0,4,0,0
2019-09-22,BTC,10,0,10,0,0
2019-09-22,ETH,1,0,1,0,0
2019-09-22,LINK,1,0,1,0,0
2019-09-23,ADA,2,0,2,0,0
2019-09-23,BNB,1,0,1,0,0
2019-09-23,BTC,50,0,50,0,0
2019-09-23,ETH,12,0,12,0,0
2019-09-23,LTC,6,0,6,0,0
2019-09-23,XRP,7,0,7,0,0
2019-09-24,ADA,1,0,1,0,0
2019-09-24,BTC,45,0,45,0,0
2019-09-24,ETH,9,0,9,0,0
2019-09-24,LTC,3,0,3,0,0
2019-09-25,BNB,3,0,3,0,0
2019-09-25,BTC,47,0,47,0,0
2019-09-25,DOGE,1,0,1,0,0
2019-09-25,ETH,7,0,7,0,0
2019-09-25,LTC,3,0,3,0,0
2019-09-25,XRP,2,0,2,0,0
2019-09-26,ADA,1,0,1,0,0
2019-09-26,BTC,50,0,50,0,0
2019-09-26,ETH,10,0,10,0,0
2019-09-26,LINK,2,0,2,0,0
2019-09-26,LTC,4,0,4,0,0
2019-09-26,XRP,6,0,6,0,0
2019-09-27,BNB,1,0,1,0,0
2019-09-27,BTC,48,0,48,0,0
2019-09-27,ETH,7,0,7,0,0
2019-09-27,LTC,5,0,5,0,0
2019-09-27,XRP,8,0,8,0,0
2019-09-28,ADA,3,0,3,0,0
2019-09-28,BNB,1,0,1,0,0
2019-09-28,BTC,23,0,23,0,0
2019-09-28,DOGE,1,0,1,0,0
2019-09-28,ETH,6,0,6,0,0
2019-09-28,LINK,1,0,1,0,0
2019-09-28,XRP,2,0,2,0,0
2019-09-29,BNB,1,0,1,0,0
2019-09-29,BTC,6,0,6,0,0
2019-09-29,ETH,2,0,2,0,0
2019-09-30,ADA,2,0,2,0,0
2019-09-30,BNB,1,0,1,0,0
2019-09-30,BTC,42,0,42,0,0
2019-09-30,ETH,11,0,11,0,0
2019-09-30,LTC,2,0,2,0,0
2019-09-30,XRP,10,0,10,0,0
2019-10-01,ADA,1,0,1,0,0
2019-10-01,BTC,41,0,41,0,0
2019-10-01,ETH,17,0,17,0,0
2019-10-01,LTC,1,0,1,0,0
2019-10-01,XRP,3,0,3,0,0
2019-10-02,ADA,1,0,1,0,0
2019-10-02,BTC,38,0,38,0,0
2019-10-02,ETH,9,0,9,0,0
2019-10-02,LTC,4,0,4,0,0
2019-10-02,XRP,14,0,14,0,0
2019-10-03,ADA,1,0,1,0,0
2019-10-03,BTC,40,0,40,0,0
2019-10-03,ETH,13,0,13,0,0
2019-10-03,LTC,1,0,1,0,0
2019-10-03,XRP,5,0,5,0,0
2019-10-04,BTC,27,0,27,0,0
2019-10-04,DOGE,1,0,1,0,0
2019-10-04,ETH,6,0,6,0,0
2019-10-04,XRP,6,0,6,0,0
2019-10-05,BTC,14,0,14,0,0
2019-10-05,ETH,2,0,2,0,0
2019-10-05,XRP,1,0,1,0,0
2019-10-06,BTC,14,0,14,0,0
2019-10-06,ETH,2,0,2,0,0
2019-10-06,LTC,1,0,1,0,0
2019-10-06,XRP,1,0,1,0,0
2019-10-07,ADA,1,0,1,0,0
2019-10-07,BTC,26,0,26,0,0
2019-10-07,ETH,10,0,10,0,0
2019-10-07,XRP,11,0,11,0,0
2019-10-08,BTC,15,0,15,0,0
2019-10-08,ETH,3,0,3,0,0
2019-10-08,LINK,1,0,1,0,0
2019-10-09,BTC,23,0,23,0,0
2019-10-09,ETH,10,0,10,0,0
2019-10-09,LINK,1,0,1,0,0
2019-10-10,BTC,15,0,15,0,0
2019-10-10,ETH,3,0,3,0,0
2019-10-10,XRP,2,0,2,0,0
2019-10-11,BTC,20,0,20,0,0
2019-10-11,ETH,9,0,9,0,0
2019-10-11,LINK,1,0,1,0,0
2019-10-11,XRP,3,0,3,0,0
2019-10-12,BTC,2,0,2,0,0
2019-10-12,ETH,1,0,1,0,0
2019-10-13,BTC,2,0,2,0,0
2019-10-13,ETH,1,0,1,0,0
2019-10-14,BTC,17,0,17,0,0
2019-10-14,ETH,3,0,3,0,0
2019-10-14,LTC,2,0,2,0,0
2019-10-15,BNB,1,0,1,0,0
2019-10-15,BTC,17,0,17,0,0
2019-10-15,ETH,3,0,3,0,0
2019-10-15,LTC,3,0,3,0,0
2019-10-15,XRP,1,0,1,0,0
2019-10-16,BNB,1,0,1,0,0
2019-10-16,BTC,14,0,14,0,0
2019-10-16,ETH,1,0,1,0,0
2019-10-16,LTC,1,0,1,0,0
2019-10-17,BTC,12,0,12,0,0
2019-10-17,XRP,2,0,2,0,0
2019-10-18,BTC,16,0,16,0,0
2019-10-18,ETH,1,0,1,0,0
2019-10-19,ADA,1,0,1,0,0
2019-10-19,BTC,9,0,9,0,0
2019-10-19,ETH,2,0,2,0,0
2019-10-19,XRP,2,0,2,0,0
2019-10-20,BTC,5,0,5,0,0
2019-10-20,ETH,2,0,2,0,0
2019-10-21,BNB,1,0,1,0,0
2019-10-21,BTC,35,0,35,0,0
2019-10-21,DOGE,1,0,1,0,0
2019-10-21,ETH,6,0,6,0,0
2019-10-21,LTC,1,0,1,0,0
2019-10-21,XRP,2,0,2,0,0
2019-10-22,BTC,48,0,48,0,0
2019-10-22,ETH,11,0,11,0,0
2019-10-22,LTC,2,0,2,0,0
2019-10-22,XRP,10,0,10,0,0
2019-10-23,BNB,1,0,1,0,0
2019-10-23,BTC,43,0,43,0,0
2019-10-23,ETH,7,0,7,0,0
2019-10-23,LTC,6,0,6,0,0
2019-10-23,XRP,4,0,4,0,0
2019-10-24,ADA,1,0,1,0,0
2019-10-24,BNB,2,0,2,0,0
2019-10-24,BTC,55,0,55,0,0
2019-10-24,DOGE,3,0,3,0,0
2019-10-24,ETH,12,0,12,0,0
2019-10-24,LTC,1,0,1,0,0
2019-10-24,XRP,7,0,7,0,0
2019-10-25,BNB,1,0,1,0,0
2019-10-25,BTC,47,0,47,0,0
2019-10-25,DOGE,1,0,1,0,0
2019-10-25,ETH,7,0,7,0,0
2019-10-25,LTC,2,0,2,0,0
2019-10-25,VECHAIN,1,0,1,0,0
2019-10-25,XRP,2,0,2,0,0
2019-10-26,BTC,20,0,20,0,0
2019-10-26,ETH,6,0,6,0,0
2019-10-26,XRP,2,0,2,0,0
2019-10-27,BTC,10,0,10,0,0
2019-10-27,ETH,3,0,3,0,0
2019-10-28,ADA,1,0,1,0,0
2019-10-28,BNB,1,0,1,0,0
2019-10-28,BTC,40,0,40,0,0
2019-10-28,ETH,9,0,9,0,0
2019-10-28,LTC,1,0,1,0,0
2019-10-28,VECHAIN,1,0,1,0,0
2019-10-28,XRP,4,0,4,0,0
2019-10-29,BTC,40,0,40,0,0
2019-10-29,ETH,10,0,10,0,0
2019-10-29,LTC,2,0,2,0,0
2019-10-29,XRP,3,0,3,0,0
2019-10-30,BTC,46,0,46,0,0
2019-10-30,ETH,11,0,11,0,0
2019-10-30,LTC,1,0,1,0,0
2019-10-30,XRP,9,0,9,0,0
2019-10-31,BNB,1,0,1,0,0
2019-10-31,BTC,45,0,45,0,0
2019-10-31,ETH,8,0,8,0,0
2019-10-31,LTC,2,0,2,0,0
2019-10-31,XRP,5,0,5,0,0
2019-11-01,BTC,41,0,41,0,0
2019-11-01,ETH,4,0,4,0,0
2019-11-01,LTC,1,0,1,0,0
2019-11-01,XRP,3,0,3,0,0
2019-11-02,BTC,12,0,12,0,0
2019-11-02,ETH,5,0,5,0,0
2019-11-02,XRP,3,0,3,0,0
2019-11-03,BTC,10,0,10,0,0
